.8334,.8534,12,1,3,1,4,1,0,6,15,0,1,2,1,0,0,0,0,1,.617,0,0,0,0,0,1,0,1,0,0,0,-9999,-9999,-9999,2.4,5.76,0,1,52500,10.86857,3,5,2,1,1,0,0,0,0,0,0,0,0,2,2,3,3,1,0,1,6,0,0,2,1,0,0
1.3727,1.3999,76,2,2,1,3,0,0,2,4,0,1,4,0,0,1,0,0,1,.617,0,1,0,0,1,0,1,0,1,0,0,1,0,0,7.5,56.25,1,1,13750,9.528794,1,2,1,1,5,0,0,0,1,0,0,0,2,2,3,1,3,1,3,4,4,0,0,3,0,0,0
.5528,.5522,10,2,3,-9999,-9999,1,0,1,1,0,1,3,0,1,0,0,1,1,.617,0,1,0,0,1,0,0,1,0,1,0,0,1,0,5,25,0,1,2500,7.824046,1,1,1,1,1,0,0,0,0,0,0,0,1,3,3,1,0,3,1,4,1,0,0,2,1,0,0
1.4693,1.4665,65,2,1,1,4,1,1,-9999,-9999,0,1,3,0,1,0,0,0,0,.617,0,1,0,0,1,0,1,0,0,0,1,0,0,1,6.6,43.56,0,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,3,3,1,1,1,2,3,2,0,0,2,0,0,0
.8071,.8378,60,1,-9999,1,3,1,0,3,10,0,1,5,0,0,0,1,1,0,.617,-9999,0,0,0,0,1,0,0,0,1,0,0,1,0,7.4,54.76,1,1,28750,10.26639,2,3,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,3,4,3,3,1,2,3,6,0,0,2,0,0,0
.9411,.9384,36,1,3,1,3,1,0,7,17,0,1,1,0,0,0,0,0,0,.617,0,0,0,0,0,1,0,1,0,0,0,-9999,-9999,-9999,2.9,8.410001,1,1,62500,11.04292,3,6,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,2,2,4,2,0,0,1,0,0,0
1.5501,1.5205,33,1,2,1,5,1,0,3,7,0,1,5,0,0,0,1,0,1,.617,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2.2,4.84,1,1,21250,9.964112,1,2,1,1,5,0,0,0,1,0,0,0,0,1,2,2,2,2,2,4,4,0,0,2,1,0,0
.42,.3923,63,1,4,1,4,0,0,1,2,0,1,1,0,0,0,0,0,0,.617,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2,4,0,1,7500,8.922658,1,1,1,1,3,0,1,0,0,0,0,0,4,2,2,1,1,3,2,5,2,0,0,3,0,0,0
1.5449,1.5988,23,1,2,1,3,1,0,-9999,-9999,0,1,1,0,0,0,0,1,1,.617,0,0,0,0,0,1,0,1,0,1,0,0,1,0,7.1,50.41,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,3,4,0,0,3,2,5,0,0,0,1,1,0,0
.4389,.431,85,2,4,1,4,0,0,1,1,0,1,5,0,0,0,1,0,1,.617,1,0,0,0,0,1,0,1,0,1,0,0,1,0,5.9,34.81,1,1,2500,7.824046,1,1,1,1,3,0,1,0,0,0,0,0,2,3,3,3,1,1,1,2,4,0,0,1,0,0,0
.7305,.7172,32,1,3,1,4,1,1,12,24,0,1,1,0,0,0,0,0,0,.617,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3.4,11.56,0,1,117500,11.67419,5,9,3,2,6,0,0,0,0,1,0,0,2,3,4,2,1,3,2,5,3,0,0,3,1,0,0
.7587,.75,27,1,4,1,3,1,1,-9999,-9999,0,1,4,0,0,1,0,0,0,.617,1,0,0,0,0,1,0,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,3,3,2,1,3,3,6,3,0,0,2,0,0,0
1.6441,1.6517,61,1,1,1,4,1,1,8,19,0,1,4,0,0,1,0,0,1,.617,0,0,0,1,0,1,0,1,0,1,0,0,1,0,3.5,12.25,0,1,72500,11.19134,3,6,2,2,2,1,0,0,0,0,0,0,0,3,3,2,3,3,3,6,5,0,0,4,1,0,0
1.8889,1.7647,36,1,1,1,3,1,1,4,11,0,1,5,0,0,0,1,1,0,.617,0,1,0,0,1,0,1,0,1,0,0,1,0,0,3.9,15.21,1,1,32500,10.389,2,3,1,1,5,0,0,0,1,0,0,0,2,3,2,3,2,1,1,2,5,1,1,2,1,0,0
2.9337,0,51,2,2,1,3,0,1,2,4,0,0,2,1,0,0,0,-9999,0,.617,0,1,0,0,1,0,0,1,0,1,0,0,1,0,3.8,14.44,1,1,13750,9.528794,1,2,1,1,1,0,0,0,0,0,0,0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,1,-9999,0,0
.3782,.3477,80,1,4,1,5,0,1,4,11,0,1,1,0,0,0,0,0,1,.617,1,0,0,0,1,0,1,0,1,0,0,1,0,0,-9999,-9999,0,1,32500,10.389,2,3,1,1,7,0,0,0,0,0,1,0,-9999,2,4,3,3,3,2,5,6,0,0,2,0,0,0
2.0231,2.0439,66,1,1,0,2,1,0,1,1,0,1,3,0,1,0,0,0,1,.617,0,1,0,0,1,0,1,0,0,1,0,0,1,0,5.5,30.25,1,1,2500,7.824046,1,1,1,1,1,0,0,0,0,0,0,0,1,3,3,1,2,4,2,6,3,0,0,5,0,0,0
.9042,.8367,90,1,4,1,3,1,1,4,12,0,1,1,0,0,0,0,0,1,.617,1,0,0,0,1,0,1,0,1,0,0,1,0,0,3,9,1,1,37500,10.5321,2,4,1,1,7,0,0,0,0,0,1,0,0,3,4,1,1,3,3,6,2,0,0,2,1,0,0
1.1305,0,71,2,4,1,4,1,0,13,25,0,1,1,0,0,0,0,-9999,0,.617,1,1,0,0,1,0,0,1,1,0,0,1,0,0,3.6,12.96,0,1,137500,11.83138,5,9,3,2,8,0,0,0,0,0,0,1,-9999,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,2,-9999,0,0
.9848,.9853,71,1,3,1,4,1,0,-9999,-9999,0,1,4,0,0,1,0,1,0,.617,0,0,0,0,0,1,0,0,0,0,0,-9999,-9999,-9999,4,16,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,3,3,1,0,3,3,6,1,0,0,2,0,0,0
.8733,0,7,2,2,1,4,0,0,1,1,0,1,1,0,0,0,0,-9999,0,.617,0,0,0,0,0,0,0,1,0,0,0,-9999,-9999,-9999,2.5,6.25,0,1,2500,7.824046,1,1,1,1,1,0,0,0,0,0,0,0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,2,-9999,0,0
3.4773,3.7643,25,1,1,1,5,1,0,2,3,0,1,1,0,0,0,0,1,0,.617,0,0,0,0,0,1,0,0,0,0,0,-9999,-9999,-9999,2.2,4.84,1,1,11250,9.328123,1,1,1,1,1,0,0,0,0,0,0,0,1,3,3,0,0,1,2,3,0,0,0,1,1,0,0
2.1585,2.0437,95,1,1,1,3,0,1,1,1,1,1,4,0,0,1,0,1,0,.617,0,1,0,0,0,0,1,0,0,1,0,0,1,0,3.2,10.24,0,1,2500,7.824046,1,1,1,1,1,0,0,0,0,0,0,0,0,3,3,1,0,3,2,5,1,0,0,3,1,1,0
1.5578,0,57,2,2,1,3,1,0,4,11,0,1,2,1,0,0,0,-9999,0,.617,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-9999,-9999,0,1,32500,10.389,2,3,1,1,1,0,0,0,0,0,0,0,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,2,-9999,0,0
1.4923,1.4497,56,1,3,1,3,1,0,10,22,0,1,4,0,0,1,0,1,0,.617,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2.3,5.29,1,1,95000,11.46163,4,8,3,2,2,1,0,0,0,0,0,0,1,2,3,1,1,3,2,5,2,0,0,2,1,0,0
